Survived,PassengerClass,Sex,Age,SiblingsSpouses,ParentsChildren,TicketFare,Title,Deck,FamilySize,IsAlone,Port
0,3,male,47.0,0,0,7.25,Mr,Unknown,1,1,Southampton
0,3,female,21.5,0,2,7.75,Miss,Unknown,3,0,Queenstown
0,2,male,37.0,1,0,26.0,Mr,Unknown,2,0,Southampton
0,3,male,36.0,1,1,24.15,Mr,Unknown,3,0,Southampton
1,2,female,28.0,0,0,33.0,Miss,Unknown,1,1,Southampton
0,3,male,49.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
1,1,male,49.0,1,0,56.9292,Other,A,2,0,Cherbourg
1,2,female,24.0,2,1,27.0,Mrs,Unknown,4,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,1,male,40.0,0,0,42.4,Mr,Unknown,1,1,Southampton
0,3,male,44.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,male,35.0,0,0,26.55,Mr,Unknown,1,1,Cherbourg
0,3,male,36.0,1,0,15.55,Mr,Unknown,2,0,Southampton
0,3,male,30.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,male,27.0,0,0,30.5,Mr,Unknown,1,1,Southampton
1,2,female,22.0,1,2,41.5792,Mrs,Unknown,4,0,Cherbourg
1,1,female,40.0,0,0,153.4625,Miss,C,1,1,Southampton
0,3,female,39.0,1,5,31.275,Mrs,Unknown,7,0,Southampton
0,3,male,25.0,0,0,7.05,Mr,Unknown,1,1,Southampton
1,3,female,21.5,1,0,15.5,Miss,Unknown,2,0,Queenstown
0,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
0,3,male,35.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,2,female,24.0,1,2,65.0,Miss,Unknown,4,0,Southampton
0,3,male,34.0,1,1,14.4,Mr,Unknown,3,0,Southampton
0,3,female,26.0,1,0,16.1,Mrs,Unknown,2,0,Southampton
1,2,female,4.0,2,1,39.0,Miss,F,4,0,Southampton
0,2,male,26.0,0,0,10.5,Mr,Unknown,1,1,Southampton
0,3,male,27.0,1,0,14.4542,Mr,Unknown,2,0,Cherbourg
1,1,male,42.0,1,0,52.5542,Mr,D,2,0,Southampton
1,3,male,20.0,1,1,15.7417,Mr,Unknown,3,0,Cherbourg
0,3,male,21.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
0,3,male,21.0,0,0,16.1,Mr,Unknown,1,1,Southampton
0,1,male,61.0,0,0,32.3208,Mr,D,1,1,Southampton
0,2,male,57.0,0,0,12.35,Other,Unknown,1,1,Queenstown
1,1,female,21.0,0,0,77.9583,Miss,D,1,1,Southampton
0,3,male,26.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.7333,Mr,Unknown,1,1,Queenstown
1,1,male,80.0,0,0,30.0,Mr,A,1,1,Southampton
0,3,male,51.0,0,0,7.0542,Mr,Unknown,1,1,Southampton
1,1,male,32.0,0,0,30.5,Dr,B,1,1,Cherbourg
0,1,male,40.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,female,9.0,3,2,27.9,Miss,Unknown,6,0,Southampton
1,2,female,28.0,0,0,13.0,Miss,Unknown,1,1,Southampton
0,3,male,32.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,2,male,31.0,1,1,26.25,Mr,Unknown,3,0,Southampton
0,3,female,41.0,0,5,39.6875,Mrs,Unknown,6,0,Southampton
0,3,male,25.0,1,0,16.1,Mr,Unknown,2,0,Southampton
0,3,male,20.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
1,1,female,24.0,0,0,69.3,Miss,B,1,1,Cherbourg
0,3,female,2.0,3,2,27.9,Miss,Unknown,6,0,Southampton
1,3,male,25.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
1,3,female,0.75,2,1,19.2583,Miss,Unknown,4,0,Cherbourg
1,1,male,48.0,1,0,76.7292,Mr,D,2,0,Cherbourg
0,3,male,19.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,male,56.0,0,0,35.5,Other,A,1,1,Cherbourg
0,3,male,25.0,0,0,7.55,Mr,Unknown,1,1,Southampton
1,3,female,23.0,0,0,7.55,Miss,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,2,female,18.0,0,1,23.0,Miss,Unknown,2,0,Southampton
0,3,male,21.0,0,0,8.4333,Mr,Unknown,1,1,Southampton
1,3,female,21.5,0,0,7.8292,Miss,Unknown,1,1,Queenstown
0,3,female,18.0,0,0,6.75,Miss,Unknown,1,1,Queenstown
0,2,male,24.0,2,0,73.5,Mr,Unknown,3,0,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,female,32.0,1,1,15.5,Mrs,Unknown,3,0,Queenstown
0,2,male,23.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,1,male,58.0,0,2,113.275,Mr,D,3,0,Cherbourg
1,1,male,50.0,2,0,133.65,Dr,Unknown,3,0,Southampton
0,3,male,40.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
0,1,male,47.0,0,0,25.5875,Mr,E,1,1,Southampton
0,3,male,36.0,0,0,7.4958,Mr,Unknown,1,1,Southampton
1,3,male,20.0,1,0,7.925,Mr,Unknown,2,0,Southampton
0,2,male,32.0,2,0,73.5,Mr,Unknown,3,0,Southampton
0,2,male,25.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,3,male,43.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,female,35.0,1,0,52.0,Mrs,C,2,0,Southampton
1,2,female,40.0,1,1,39.0,Mrs,Unknown,3,0,Southampton
0,1,male,31.0,1,0,52.0,Mr,B,2,0,Southampton
0,2,male,70.0,0,0,10.5,Mr,Unknown,1,1,Southampton
1,2,male,31.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,3,male,18.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,3,male,24.5,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,female,18.0,0,0,9.8417,Miss,Unknown,1,1,Southampton
0,3,female,43.0,1,6,46.9,Mrs,Unknown,8,0,Southampton
1,1,male,36.0,0,1,512.3292,Mr,B,2,0,Cherbourg
0,3,female,21.5,0,0,8.1375,Miss,Unknown,1,1,Queenstown
1,1,male,27.0,0,0,76.7292,Mr,D,1,1,Cherbourg
0,3,male,20.0,0,0,9.225,Mr,Unknown,1,1,Southampton
0,3,male,14.0,5,2,46.9,Mr,Unknown,8,0,Southampton
0,2,male,60.0,1,1,39.0,Mr,Unknown,3,0,Southampton
0,2,male,25.0,1,2,41.5792,Mr,Unknown,4,0,Cherbourg
0,3,male,14.0,4,1,39.6875,Mr,Unknown,6,0,Southampton
0,3,male,19.0,0,0,10.1708,Mr,Unknown,1,1,Southampton
0,3,male,18.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
1,1,female,15.0,0,1,211.3375,Miss,B,2,0,Southampton
1,1,male,31.0,1,0,57.0,Mr,B,2,0,Southampton
1,3,female,4.0,0,1,13.4167,Miss,Unknown,2,0,Cherbourg
1,3,male,25.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
0,1,male,60.0,0,0,26.55,Other,Unknown,1,1,Southampton
0,2,male,52.0,0,0,13.5,Mr,Unknown,1,1,Southampton
0,3,male,44.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,female,21.5,0,0,7.7333,Miss,Unknown,1,1,Queenstown
0,1,male,49.0,1,1,110.8833,Mr,C,3,0,Cherbourg
0,3,male,42.0,0,0,7.65,Mr,F,1,1,Southampton
1,1,female,18.0,1,0,227.525,Mrs,C,2,0,Cherbourg
1,1,male,35.0,0,0,26.2875,Mr,E,1,1,Southampton
0,3,female,18.0,0,1,14.4542,Miss,Unknown,2,0,Cherbourg
0,3,male,25.0,0,0,7.7417,Mr,Unknown,1,1,Queenstown
0,3,male,26.0,1,0,7.8542,Mr,Unknown,2,0,Southampton
0,2,male,39.0,0,0,26.0,Mr,Unknown,1,1,Southampton
1,2,female,45.0,0,0,13.5,Mrs,Unknown,1,1,Southampton
1,1,male,42.0,0,0,26.2875,Mr,E,1,1,Southampton
1,1,female,22.0,0,0,151.55,Miss,Unknown,1,1,Southampton
1,3,male,25.0,1,1,15.2458,Master,Unknown,3,0,Cherbourg
1,1,female,24.0,0,0,49.5042,Miss,C,1,1,Cherbourg
0,1,male,40.0,0,0,26.55,Mr,C,1,1,Southampton
1,1,male,48.0,1,0,52.0,Mr,C,2,0,Southampton
0,3,male,29.0,0,0,9.4833,Mr,Unknown,1,1,Southampton
0,2,male,52.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,19.0,0,0,7.65,Mr,F,1,1,Southampton
1,1,female,38.0,0,0,227.525,Miss,C,1,1,Cherbourg
1,2,female,27.0,0,0,10.5,Miss,E,1,1,Southampton
0,3,male,25.0,0,0,15.5,Mr,Unknown,1,1,Queenstown
0,3,male,33.0,0,0,7.775,Mr,Unknown,1,1,Southampton
1,2,female,6.0,0,1,33.0,Miss,Unknown,2,0,Southampton
0,3,male,17.0,1,0,7.0542,Mr,Unknown,2,0,Southampton
0,2,male,34.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,2,male,50.0,0,0,13.0,Mr,Unknown,1,1,Southampton
1,1,male,27.0,1,0,53.1,Mr,E,2,0,Southampton
0,3,male,20.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
1,2,female,30.0,3,0,21.0,Mrs,Unknown,4,0,Southampton
1,3,female,21.5,0,0,7.7375,Miss,Unknown,1,1,Queenstown
0,2,male,25.0,1,0,26.0,Mr,Unknown,2,0,Southampton
0,3,female,25.0,1,0,7.925,Miss,Unknown,2,0,Southampton
1,1,female,29.0,0,0,211.3375,Miss,B,1,1,Southampton
0,3,male,11.0,0,0,18.7875,Mr,Unknown,1,1,Cherbourg
0,2,male,30.0,0,0,0.0,Mr,Unknown,1,1,Southampton
0,2,male,23.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,2,male,23.0,0,0,13.0,Mr,Unknown,1,1,Southampton
0,3,male,28.5,0,0,16.1,Mr,Unknown,1,1,Southampton
0,3,female,48.0,1,3,34.375,Mrs,Unknown,5,0,Southampton
1,1,male,35.0,0,0,512.3292,Mr,B,1,1,Cherbourg
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,male,40.0,0,0,30.0,Mr,D,1,1,Southampton
0,1,male,36.0,1,0,78.85,Mr,C,2,0,Southampton
1,1,female,21.0,2,2,262.375,Miss,B,5,0,Cherbourg
0,3,male,24.0,1,0,16.1,Mr,Unknown,2,0,Southampton
1,3,male,31.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,1,male,70.0,1,1,71.0,Other,B,3,0,Southampton
0,3,male,16.0,1,1,20.25,Mr,Unknown,3,0,Southampton
1,2,female,30.0,0,0,13.0,Miss,Unknown,1,1,Southampton
0,1,male,19.0,1,0,53.1,Mr,D,2,0,Southampton
0,3,male,31.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
1,2,female,4.0,1,1,23.0,Miss,Unknown,3,0,Southampton
1,3,male,6.0,0,1,12.475,Master,E,2,0,Southampton
0,3,male,33.0,0,0,9.5,Mr,Unknown,1,1,Southampton
0,3,male,23.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,2,female,48.0,1,2,65.0,Mrs,Unknown,4,0,Southampton
1,2,male,0.67,1,1,14.5,Master,Unknown,3,0,Southampton
0,3,male,28.0,0,0,7.7958,Mr,Unknown,1,1,Southampton
0,2,male,18.0,0,0,11.5,Mr,Unknown,1,1,Southampton
0,3,male,34.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,1,female,33.0,0,0,86.5,Other,B,1,1,Southampton
0,3,male,25.0,0,0,14.5,Mr,Unknown,1,1,Southampton
0,3,male,41.0,0,0,7.125,Mr,Unknown,1,1,Southampton
1,3,male,20.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
1,1,female,36.0,1,2,120.0,Mrs,B,4,0,Southampton
0,3,male,16.0,0,0,7.775,Mr,Unknown,1,1,Southampton
1,1,female,51.0,1,0,77.9583,Mrs,D,2,0,Southampton
0,1,male,40.0,0,0,39.6,Dr,Unknown,1,1,Cherbourg
0,3,female,30.5,0,0,7.75,Miss,Unknown,1,1,Queenstown
0,3,male,25.0,1,0,24.15,Mr,Unknown,2,0,Queenstown
0,3,male,32.0,0,0,8.3625,Mr,Unknown,1,1,Southampton
0,3,male,24.0,0,0,9.5,Mr,Unknown,1,1,Southampton
0,3,male,48.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
0,2,female,57.0,0,0,10.5,Mrs,E,1,1,Southampton
0,3,male,25.0,0,0,7.225,Mr,Unknown,1,1,Cherbourg
1,2,female,54.0,1,3,23.0,Mrs,Unknown,5,0,Southampton
0,3,male,18.0,0,0,7.75,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.75,Mr,F,1,1,Queenstown
1,3,female,5.0,0,0,12.475,Miss,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.7375,Mr,Unknown,1,1,Queenstown
1,1,female,43.0,0,1,211.3375,Mrs,B,2,0,Southampton
1,3,female,13.0,0,0,7.2292,Miss,Unknown,1,1,Cherbourg
1,1,female,17.0,1,0,57.0,Mrs,B,2,0,Southampton
0,1,male,29.0,0,0,30.0,Mr,D,1,1,Southampton
0,3,male,25.0,1,2,23.45,Mr,Unknown,4,0,Southampton
0,3,male,25.0,0,0,7.05,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.25,Mr,Unknown,1,1,Southampton
1,3,female,18.0,0,0,7.4958,Miss,Unknown,1,1,Southampton
0,3,male,8.0,4,1,29.125,Master,Unknown,6,0,Queenstown
1,3,male,1.0,1,2,20.575,Master,Unknown,4,0,Southampton
0,1,male,46.0,0,0,79.2,Mr,B,1,1,Cherbourg
0,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
0,2,male,16.0,0,0,26.0,Mr,Unknown,1,1,Southampton
0,3,female,21.5,8,2,69.55,Miss,Unknown,11,0,Southampton
0,1,male,40.0,0,0,30.6958,Mr,Unknown,1,1,Cherbourg
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,2,male,39.0,0,0,13.0,Mr,Unknown,1,1,Southampton
1,1,female,49.0,0,0,25.9292,Dr,D,1,1,Southampton
1,3,female,31.0,0,0,8.6833,Mrs,Unknown,1,1,Southampton
0,3,male,30.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
0,3,female,30.0,1,1,24.15,Mrs,Unknown,3,0,Southampton
0,2,male,34.0,0,0,13.0,Mr,Unknown,1,1,Southampton
1,2,female,31.0,1,1,26.25,Mrs,Unknown,3,0,Southampton
1,1,male,11.0,1,2,120.0,Master,B,4,0,Southampton
1,3,male,0.42,0,1,8.5167,Master,Unknown,2,0,Cherbourg
1,3,male,27.0,0,0,6.975,Mr,Unknown,1,1,Southampton
0,3,male,31.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,1,male,39.0,0,0,0.0,Mr,A,1,1,Southampton
0,3,female,18.0,0,0,7.775,Miss,Unknown,1,1,Southampton
0,2,male,39.0,0,0,13.0,Mr,Unknown,1,1,Southampton
1,1,female,33.0,1,0,53.1,Mrs,E,2,0,Southampton
0,3,male,26.0,0,0,7.8875,Mr,Unknown,1,1,Southampton
0,3,male,39.0,0,0,24.15,Mr,Unknown,1,1,Southampton
0,2,male,35.0,0,0,10.5,Mr,Unknown,1,1,Southampton
0,3,female,6.0,4,2,31.275,Miss,Unknown,7,0,Southampton
0,3,male,30.5,0,0,8.05,Mr,Unknown,1,1,Southampton
0,1,male,40.0,0,0,0.0,Mr,B,1,1,Southampton
0,3,female,23.0,0,0,7.925,Miss,Unknown,1,1,Southampton
0,2,male,31.0,1,1,37.0042,Mr,Unknown,3,0,Cherbourg
0,3,male,43.0,0,0,6.45,Mr,Unknown,1,1,Southampton
0,3,male,10.0,3,2,27.9,Master,Unknown,6,0,Southampton
1,1,female,52.0,1,1,93.5,Mrs,B,3,0,Southampton
1,3,male,27.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
0,1,male,38.0,0,0,0.0,Other,Unknown,1,1,Southampton
1,3,female,27.0,0,1,12.475,Mrs,E,2,0,Southampton
0,3,male,2.0,4,1,39.6875,Master,Unknown,6,0,Southampton
0,3,male,25.0,0,0,6.95,Mr,Unknown,1,1,Queenstown
0,3,male,25.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
1,2,male,1.0,0,2,37.0042,Master,Unknown,3,0,Cherbourg
1,3,male,25.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
1,1,female,62.0,0,0,80.0,Mrs,B,1,1,Southampton
1,3,female,15.0,1,0,14.4542,Mrs,Unknown,2,0,Cherbourg
1,2,male,0.83,1,1,18.75,Master,Unknown,3,0,Southampton
0,3,male,25.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
0,3,male,23.0,0,0,7.8542,Mr,Unknown,1,1,Southampton
0,3,male,18.0,0,0,8.3,Mr,Unknown,1,1,Southampton
1,1,female,39.0,1,1,83.1583,Miss,E,3,0,Cherbourg
0,3,male,21.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,8.05,Mr,Unknown,1,1,Southampton
1,3,male,32.0,0,0,56.4958,Mr,Unknown,1,1,Southampton
1,1,male,40.0,0,0,29.7,Mr,C,1,1,Cherbourg
0,3,male,20.0,0,0,7.925,Mr,Unknown,1,1,Southampton
0,2,male,16.0,0,0,10.5,Mr,Unknown,1,1,Southampton
1,1,female,30.0,0,0,31.0,Miss,Unknown,1,1,Cherbourg
0,3,male,34.5,0,0,6.4375,Mr,Unknown,1,1,Cherbourg
0,3,male,17.0,0,0,8.6625,Mr,Unknown,1,1,Southampton
0,3,male,42.0,0,0,7.55,Mr,Unknown,1,1,Southampton
0,3,male,25.0,8,2,69.55,Mr,Unknown,11,0,Southampton
0,3,male,35.0,0,0,7.8958,Mr,Unknown,1,1,Cherbourg
0,2,male,28.0,0,1,33.0,Other,Unknown,2,0,Southampton
1,1,female,35.0,1,0,89.1042,Mrs,C,2,0,Cherbourg
0,3,male,4.0,4,2,31.275,Master,Unknown,7,0,Southampton
0,3,male,74.0,0,0,7.775,Mr,Unknown,1,1,Southampton
0,3,female,9.0,1,1,15.2458,Miss,Unknown,3,0,Cherbourg
1,1,female,16.0,0,1,39.4,Miss,D,2,0,Southampton
0,2,female,44.0,1,0,26.0,Mrs,Unknown,2,0,Southampton
1,3,female,18.0,0,1,9.35,Mrs,Unknown,2,0,Southampton
1,1,female,45.0,1,1,164.8667,Mrs,Unknown,3,0,Southampton
1,1,male,51.0,0,0,26.55,Mr,E,1,1,Southampton
1,3,female,24.0,0,3,19.2583,Mrs,Unknown,4,0,Cherbourg
0,3,male,25.0,0,0,7.2292,Mr,Unknown,1,1,Cherbourg
0,3,male,41.0,2,0,14.1083,Mr,Unknown,3,0,Southampton
0,2,male,21.0,1,0,11.5,Mr,Unknown,2,0,Southampton
1,1,female,48.0,0,0,25.9292,Mrs,D,1,1,Southampton
0,3,female,21.5,8,2,69.55,Miss,Unknown,11,0,Southampton
0,2,male,24.0,0,0,13.0,Mr,Unknown,1,1,Southampton
1,2,female,42.0,0,0,13.0,Mrs,Unknown,1,1,Southampton
1,2,female,27.0,1,0,13.8583,Miss,Unknown,2,0,Cherbourg
0,1,male,31.0,0,0,50.4958,Mr,A,1,1,Southampton
0,3,male,25.0,0,0,9.5,Mr,Unknown,1,1,Southampton
1,3,male,4.0,1,1,11.1333,Master,Unknown,3,0,Southampton
0,3,male,26.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,female,47.0,1,1,52.5542,Mrs,D,3,0,Southampton
0,1,male,33.0,0,0,5.0,Mr,B,1,1,Southampton
0,3,male,47.0,0,0,9.0,Mr,Unknown,1,1,Southampton
1,2,female,28.0,1,0,24.0,Mrs,Unknown,2,0,Cherbourg
1,3,female,15.0,0,0,7.225,Miss,Unknown,1,1,Cherbourg
0,3,male,20.0,0,0,9.8458,Mr,Unknown,1,1,Southampton
0,3,male,19.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
1,1,female,56.0,0,1,83.1583,Mrs,C,2,0,Cherbourg
1,2,female,25.0,0,1,26.0,Mrs,Unknown,2,0,Southampton
0,3,male,33.0,0,0,7.8958,Mr,Unknown,1,1,Southampton
0,3,female,22.0,0,0,10.5167,Miss,Unknown,1,1,Southampton
0,2,male,28.0,0,0,10.5,Mr,Unknown,1,1,Southampton
0,3,male,25.0,0,0,7.05,Mr,Unknown,1,1,Southampton
0,3,female,39.0,0,5,29.125,Mrs,Unknown,6,0,Queenstown
0,2,male,27.0,0,0,13.0,Other,Unknown,1,1,Southampton
1,1,female,19.0,0,0,30.0,Miss,B,1,1,Southampton
0,3,female,21.5,1,2,23.45,Miss,Unknown,4,0,Southampton
1,1,male,26.0,0,0,30.0,Mr,C,1,1,Cherbourg
0,3,male,32.0,0,0,7.75,Mr,Unknown,1,1,Queenstown
